AC(12:0)
AC(13:0)
AC(14:0)
AC(14:1)
AC(14:2)
AC(15:0) (a)
AC(15:0) (b)
AC(16:0)
AC(16:1)
AC(17:0) (a)
AC(17:0) (b)
AC(18:0)
AC(18:1)
AC(18:2)
CE(14:0)
CE(15:0)
CE(16:0)
CE(16:1)
CE(16:2)
CE(17:0)
CE(17:1)
CE(18:0)
CE(18:1)
CE(18:2)
CE(18:3)
CE(20:0)
CE(20:1)
CE(20:2)
CE(20:3)
CE(20:4)
CE(20:5)
CE(22:0)
CE(22:1)
CE(22:4)
CE(22:5) (n3)
CE(22:5) (n6)
CE(22:6)
CE(24:0)
CE(24:1)
CE(24:4)
CE(24:5)
CE(24:6)
Cer(d16:1/16:0)
Cer(d16:1/18:0)
Cer(d16:1/20:0)
Cer(d16:1/22:0)
Cer(d16:1/23:0)
Cer(d16:1/24:0)
Cer(d16:1/24:1)
Cer(d17:1/16:0)
Cer(d17:1/18:0)
Cer(d17:1/20:0)
Cer(d17:1/22:0)
Cer(d17:1/23:0)
Cer(d17:1/24:0)
Cer(d17:1/24:1)
Cer(d18:1/14:0)
Cer(d18:1/16:0)
Cer(d18:1/17:0)
Cer(d18:1/18:0)
Cer(d18:1/19:0)
Cer(d18:1/20:0)
Cer(d18:1/21:0)
Cer(d18:1/22:0)
Cer(d18:1/23:0)
Cer(d18:1/24:0)
Cer(d18:1/24:1)
Cer(d18:1/26:0)
Cer(d18:2/14:0)
Cer(d18:2/16:0)
Cer(d18:2/17:0)
Cer(d18:2/18:0)
Cer(d18:2/20:0)
Cer(d18:2/21:0)
Cer(d18:2/22:0)
Cer(d18:2/23:0)
Cer(d18:2/24:0)
Cer(d18:2/24:1)
Cer(d18:2/26:0)
Cer(d19:1/16:0)
Cer(d19:1/18:0)
Cer(d19:1/20:0)
Cer(d19:1/22:0)
Cer(d19:1/23:0)
Cer(d19:1/24:0)
Cer(d19:1/24:1)
Cer(d19:1/26:0)
Cer(d20:1/22:0)
Cer(d20:1/23:0)
Cer(d20:1/24:0)
Cer(d20:1/24:1)
Cer(d20:1/26:0)
Cer(m18:0/20:0)
Cer(m18:0/22:0)
Cer(m18:0/23:0)
Cer(m18:0/24:0)
Cer(m18:0/24:1)
Cer(m18:1/18:0)
Cer(m18:1/20:0)
Cer(m18:1/22:0)
Cer(m18:1/23:0)
Cer(m18:1/24:0)
Cer(m18:1/24:1)
Cer1P(d18:1/16:0)
COH
DE(16:0)
DE(18:1)
DE(18:2)
DE(20:4)
DE(20:5)
DE(22:6)
DG(14:0_16:0)
DG(16:0_16:0)
DG(16:0_16:1)
DG(14:0_18:2)
DG(16:0_18:1)
DG(16:1_18:1)
DG(16:0_18:2)
DG(18:0_18:1)
DG(18:1_18:1)
DG(18:0_18:2)
DG(18:1_18:2)
DG(18:2_18:2)
DG(18:1_18:3)
DG(16:0_20:4)
DG(18:1_20:3)
DG(18:0_20:4)
DG(18:1_20:4)
DG(16:0_22:5)
DG(18:2_20:4)
DG(16:0_22:6)
DG(18:1_20:5)
DG(18:1_22:5)
DG(18:0_22:6)
DG(18:1_22:6)
DG(18:2_22:6)
dhCer(d18:0/16:0)
dhCer(d18:0/18:0)
dhCer(d18:0/20:0)
dhCer(d18:0/22:0)
dhCer(d18:0/24:0)
dhCer(d18:0/24:1)
GM1(d18:1/16:0)
GM3(d18:1/16:0)
GM3(d18:1/18:0)
GM3(d18:1/20:0)
GM3(d18:1/22:0)
GM3(d18:1/24:0)
GM3(d18:1/24:1)
GM3(d18:2/24:1)
GM3(d20:1/18:0)
HexCer(d16:1/18:0)
HexCer(d16:1/20:0)
HexCer(d16:1/22:0)
HexCer(d16:1/24:0)
HexCer(d18:1/16:0)
HexCer(d18:1/18:0)
HexCer(d18:1/20:0)
HexCer(d18:1/22:0)
HexCer(d18:1/24:0)
HexCer(d18:1/24:1)
HexCer(d18:2/18:0)
HexCer(d18:2/20:0)
HexCer(d18:2/22:0)
HexCer(d18:2/24:0)
Hex2Cer(d16:1/16:0)
Hex2Cer(d16:1/24:1)
Hex2Cer(d18:1/16:0)
Hex2Cer(d18:1/18:0)
Hex2Cer(d18:1/20:0)
Hex2Cer(d18:1/22:0)
Hex2Cer(d18:1/24:0)
Hex2Cer(d18:1/24:1)
Hex2Cer(d18:2/16:0)
Hex2Cer(d18:2/24:1)
Hex3Cer(d18:1/16:0)
Hex3Cer(d18:1/18:0)
Hex3Cer(d18:1/20:0)
Hex3Cer(d18:1/22:0)
Hex3Cer(d18:1/24:0)
Hex3Cer(d18:1/24:1)
LPC(14:0) [sn2]
LPC(14:0) [sn1]
LPC(15:0) [sn2]
LPC(15:0) [sn1]
LPC(16:0) [sn2]
LPC(16:0) [sn1]
LPC(16:1) [sn2]
LPC(16:1) [sn1]
LPC(15-MHDA) [sn2]
LPC(15-MHDA) [sn1] / LPC(17:0) [sn2]
LPC(15-MHDA) [sn1] [104_sn1]
LPC(17:0) [sn1]
LPC(17:1) [sn2] (a)
LPC(17:1) [sn1] (a) / LPC(17:1) [sn2] (b)
LPC(17:1) (a) [sn1] [104_sn1]
LPC(17:1) [sn1] (b)
LPC(18:0) [sn2]
LPC(18:0) [sn1]
LPC(18:1) [sn2]
LPC(18:1) [sn1]
LPC(18:2) [sn2]
LPC(18:2) [sn1]
LPC(18:3) [sn2] (a)
LPC(18:3) [sn1] (a)/LPC(18:3) [sn2] (b)
LPC(18:3) (a) [sn1] [104_sn1]
LPC(18:3) [sn1] (b)
LPC(19:0) [sn2] (a)
LPC(19:0) [sn1] (a) / LPC(19:0) [sn2] (b)
LPC(19:0) (a) [sn1] [104_sn1]
LPC(19:0) [sn1] (b)
LPC(19:1) (a)
LPC(19:1) (b)
LPC(19:1) (c)
LPC(20:0) [sn2]
LPC(20:0) [sn1]
LPC(20:1) [sn2]
LPC(20:1) [sn1]
LPC(20:2) [sn2]
LPC(20:2) [sn1]
LPC(20:3) [sn2]
LPC(20:3) [sn1]
LPC(20:4) [sn2]
LPC(20:4) [sn1]
LPC(20:5) [sn2]
LPC(20:5) [sn1]
LPC(22:0) [sn2]
LPC(22:0) [sn1]
LPC(22:1) [sn2]
LPC(22:1) [sn1]
LPC(22:4) [sn2]
LPC(22:4) [sn1]
LPC(22:5) [sn2] (n3)
LPC(22:5) [sn1] (n3)/LPC(22:5) [sn2] (n6)
LPC(22:5) (n3) [sn1] [104_sn1]
LPC(22:5) [sn1] (n6)
LPC(22:6) [sn2]
LPC(22:6) [sn1]
LPC(24:0) [sn2]
LPC(24:0) [sn1]
LPC(26:0) [sn2]
LPC(26:0) [sn1]
LPC(O-16:0)
LPC(O-18:0)
LPC(O-18:1)
LPC(O-20:0)
LPC(O-20:1)
LPC(O-22:0)
LPC(O-22:1)
LPC(O-24:0)
LPC(O-24:1)
LPC(O-24:2)
LPC(P-16:0)
LPC(P-17:0) (a)
LPC(P-17:0) (b)
LPC(P-18:0)
LPC(P-18:1)
LPC(P-20:0)
LPE(16:0) [sn2]
LPE(16:0) [sn1]
LPE(17:0) [sn2]
LPE(17:0) [sn1]
LPE(18:0) [sn2]
LPE(18:0) [sn1]
LPE(18:1) [sn2]
LPE(18:1) [sn1]
LPE(18:2) [sn2]
LPE(18:2) [sn1]
LPE(20:4) [sn2]
LPE(20:4) [sn1]
LPE(22:6) [sn2]
LPE(22:6) [sn1]
LPE(P-16:0)
LPE(P-18:0)
LPE(P-18:1)
LPE(P-20:0)
LPI(18:0) [sn2]
LPI(18:0) [sn1]
LPI(18:1) [sn2]
LPI(18:1) [sn1]
LPI(18:2) [sn2]
LPI(18:2) [sn1]
LPI(20:4) [sn2]
LPI(20:4) [sn1]
PC(28:0)
PC(14:0_16:0)
PC(31:0) (a)
PC(31:0) (b)
PC(16:0_16:0)
PC(32:1)
PC(32:2)
PC(33:0) (a)
PC(33:0) (b)
PC(33:1)
PC(33:2)
PC(16:0_18:0)
PC(16:0_18:1)
PC(16:0_18:2)
PC(16:1_18:2)
PC(16:0_18:3) (a)
PC(16:0_18:3) (b)
PC(14:0_20:4)
PC(34:5)
PC(15-MHDA_18:1)
PC(17:0_18:1)
PC(15-MHDA_18:2)
PC(17:0_18:2)
PC(17:1_18:2)
PC(15:0_20:3)
PC(15:0_20:4)
PC(35:5)
PC(18:0_18:1)
PC(18:1_18:1)
PC(18:0_18:2)
PC(18:1_18:2)
PC(16:0_20:3) (a)
PC(16:0_20:3) (b)
PC(18:2_18:2)
PC(16:0_20:4)
PC(16:1_20:4)
PC(16:0_20:5)
PC(36:6) (a)
PC(14:0_22:6)
PC(15-MHDA_20:4)
PC(17:0_20:4)
PC(15:0_22:6)
PC(38:2)
PC(18:0_20:3)
PC(18:1_20:3)
PC(38:4) (b)
PC(18:0_20:4)
PC(38:5) (a)
PC(38:5) (b)
PC(38:6) (a)
PC(16:0_22:6)
PC(18:2_20:5)
PC(16:1_22:6)
PC(38:7) (c)
PC(39:5) (a)
PC(39:5) (b)
PC(15-MHDA_22:6)
PC(17:0_22:6)
PC(40:10)
PC(18:0_22:4)
PC(20:0_20:4)
PC(18:0_22:5) (n3)/PC(20:1_20:4)
PC(18:0_22:5) (n6)
PC(18:0_22:6)
PC(40:7) (a)
PC(18:1_22:6) (a)
PC(18:1_22:6) (b)
PC(40:8)
PC(44:12)
PC(O-16:0/16:0)
PC(O-32:1)
PC(O-32:2)
PC(O-34:1)
PC(O-34:2)
PC(O-34:4)
PC(O-35:4)
PC(O-36:0)
PC(O-18:0/18:1)
PC(O-18:1/18:1)
PC(O-18:0/18:2)
PC(O-18:1/18:2)
PC(O-16:0/20:3)
PC(O-16:0/20:4)
PC(O-36:5)
PC(O-18:0/20:4)
PC(O-38:5)
PC(O-16:0/22:6)
PC(O-40:5)
PC(O-18:0/22:6)
PC(O-40:7) (a)
PC(O-40:7) (b)
PC(P-16:0/14:0)
PC(P-16:0/16:0)
PC(P-16:0/16:1)
PC(P-16:0/18:0)
PC(P-16:0/18:1)
PC(P-16:0/18:2)
PC(P-16:0/18:3)
PC(P-35:2) (a)
PC(P-35:2) (b)
PC(P-15:0/20:4) (a)
PC(P-15:0/20:4) (b)
PC(P-18:1/18:1)
PC(P-18:0/18:2)
PC(P-36:3)
PC(P-16:0/20:4)
PC(P-16:0/20:5)
PC(P-17:0/20:4) (a)
PC(P-17:0/20:4) (b)
PC(P-18:0/20:4)
PC(P-38:5) (a)
PC(P-38:5) (b)
PC(P-16:0/22:6)
PC(P-20:0/20:4)
PC(P-18:0/22:5)
PC(P-18:0/22:6)
PC(P-18:1/22:6)
PE(16:0_16:0)
PE(16:0_16:1)
PE(16:0_18:1)
PE(16:0_18:2)
PE(16:1_18:2)
PE(16:0_18:3) (a)
PE(16:0_18:3) (b)
PE(15-MHDA_18:1)
PE(17:0_18:1)
PE(15-MHDA_18:2)
PE(17:0_18:2)
PE(36:0)
PE(18:0_18:1)
PE(18:1_18:1)
PE(18:0_18:2)
PE(18:1_18:2)
PE(16:0_20:3)
PE(16:0_20:4)
PE(16:1_20:4)
PE(16:0_20:5)
PE(15-MHDA_20:4)
PE(17:0_20:4)
PE(18:0_20:3) (a)
PE(18:0_20:3) (b)
PE(18:0_20:4)
PE(38:5) (a)
PE(38:5) (b)
PE(16:0_22:6)
PE(15-MHDA_22:6)
PE(17:0_22:6)
PE(18:0_22:4)
PE(20:0_20:4)
PE(18:0_22:5) (n3)
PE(18:0_22:5) (n6)
PE(18:0_22:6)
PE(18:1_22:6) (a)
PE(18:1_22:6) (b)
PE(O-34:1)
PE(O-16:0/18:2)
PE(O-18:1/18:2)
PE(O-16:0/20:3)
PE(O-16:0/20:4)
PE(O-36:5)
PE(O-16:0/22:4)
PE(O-18:0/20:4)
PE(O-38:5) (a)
PE(O-38:5) (b)
PE(O-16:0/22:6)
PE(O-18:0/22:5)
PE(O-18:0/22:6)
PE(O-18:1/22:6)
PE(P-15:0/20:4)
PE(P-15:0/22:6) (a)
PE(P-15:0/22:6) (b)
PE(P-16:0/18:1)
PE(P-16:0/18:2)
PE(P-16:0/18:3)
PE(P-16:0/20:3) (a)
PE(P-16:0/20:3) (b)
PE(P-16:0/20:4)
PE(P-16:0/20:5)
PE(P-16:0/22:4)
PE(P-16:0/22:5) (n3)
PE(P-16:0/22:5) (n6)
PE(P-16:0/22:6)
PE(P-17:0/20:4) (a)
PE(P-17:0/20:4) (b)
PE(P-17:0/22:6) (a)
PE(P-17:0/22:6) (b)
PE(P-18:0/18:1)
PE(P-18:0/18:2)
PE(P-18:0/18:3)
PE(P-18:0/20:3) (a)
PE(P-18:0/20:3) (b)
PE(P-18:0/20:4)
PE(P-18:0/20:5)
PE(P-18:0/22:4)
PE(P-18:0/22:5) (n3)
PE(P-18:0/22:5) (n6)
PE(P-18:0/22:6)
PE(P-18:1/18:1)
PE(P-18:1/18:1) (a)
PE(P-18:1/18:1) (b)
PE(P-18:1/18:2) (a)
PE(P-18:1/18:2) (b)
PE(P-18:1/18:3)
PE(P-18:1/20:3) (a)
PE(P-18:1/20:3) (b)
PE(P-18:1/20:4) (a)
PE(P-18:1/20:4) (b)
PE(P-18:1/20:5) (a)
PE(P-18:1/20:5) (b)
PE(P-18:1/22:4)
PE(P-18:1/22:5) (a)
PE(P-18:1/22:5) (b)
PE(P-18:1/22:6) (a)
PE(P-18:1/22:6) (b)
PE(P-19:0/20:4) (a)
PE(P-19:0/20:4) (b)
PE(P-20:0/18:1)
PE(P-20:0/18:2)
PE(P-20:0/20:4)
PE(P-20:0/22:6)
PE(P-20:1/20:4)
PE(P-20:1/22:6)
PG(34:1)
PG(36:1)
PG(36:2)
PG(34:2)
PI(16:0/16:0)
PI(16:0_16:1)
PI(34:0)
PI(34:1)
PI(15-MHDA_18:1)/PI(17:0_18:1)
PI(15-MHDA_18:2)/PI(17:0_18:2)
PI(18:0_18:1)
PI(36:2)
PI(18:1_18:2)
PI(16:0_20:3) (a)
PI(16:0_20:3) (b)
PI(16:0_20:4)
PI(15-MHDA_20:4)\PI(17:0_20:4)
PI(37:6)
PI(18:0_20:2)
PI(18:0_20:3) (a)
PI(18:0_20:3) (b)
PI(18:0_20:4)
PI(38:5) (a)
PI (38:5) (b)
PI(38:6)
PI(39:6)
PI(18:0_22:4)
PI(20:0_20:4)
PI(18:0_22:5) (n3)
PI(18:0_22:5) (n6)
PI(18:0_22:6)
PS(36:1)
PS(36:2)
PS(38:3)
PS(38:4)
PS(38:5)
PS(40:5)
PS(40:6)
S1P(d16:1)
S1P(d18:0)
S1P(d18:1)
S1P(d18:2)
SM(d17:1/14:0)
SM(d18:0/14:0)
SM(d18:1/14:0)/SM(d16:1/16:0)
SM(d18:2/14:0)
SM(d17:1/16:0)
SM(d18:0/16:0)
SM(d18:1/16:0)
SM(d18:2/16:0)
SM(34:3)
SM(d16:1/19:0)
SM(d18:1/17:0)/SM(d17:1/18:0)
SM(d18:2/17:0)
SM(35:2) (b)
SM(d18:1/18:0)/SM(d16:1/20:0)
SM(d18:2/18:0)
SM(d18:2/18:1)
SM(37:1)
SM(37:2)
SM(d18:1/20:0)/SM(d16:1/22:0)
SM(d18:2/20:0)
SM(38:3) (a)
SM(38:3) (b)
SM(d16:1/23:0)/SM(d17:1/22:0)
SM(d18:0/22:0)
