AC(12:0)
SM(d18:1/22:0)/SM(d16:1/24:0)
SM(d16:1/24:1)
SM(d18:2/22:0)
SM(40:3) (a)
SM(40:3) (b)
SM(41:0)
SM(41:1) (a)
SM(d18:1/23:0)/SM(d17:1/24:0)
SM(d17:1/24:1)
SM(d18:2/23:0)
SM(d18:1/24:0)
SM(d18:1/24:1)
SM(d18:2/24:0)
SM(43:1)
SM(d19:1/24:1)
SM(43:2) (b)
SM(43:2) (c)
SM(44:1)
SM(44:2)
SM(44:3)
Sph(d16:1)
Sph(d17:1)
Sph(d18:1)
Sph(d18:2)
SHexCer(d18:1/16:0(OH))
SHexCer(d18:1/16:0)
SHexCer(d18:1/18:0(OH))
SHexCer(d18:1/18:0)
SHexCer(d18:1/24:0(OH))
SHexCer(d18:1/24:0)
SHexCer(d18:1/24:1(OH))
SHexCer(d18:1/24:1)
SHexCer(d18:2/18:0(OH))
SHexCer(d18:2/18:0)
TG(48:0) [NL-16:0]
TG(48:0) [NL-18:0]
TG(48:0) [SIM]
TG(48:1) [NL-16:1]
TG(48:1) [NL-18:1]
TG(48:1) [SIM]
TG(48:2) [NL-14:0]
TG(48:2) [NL-14:1]
TG(48:2) [NL-16:1]
TG(48:2) [NL-18:2]
TG(48:2) [SIM]
TG(48:3) [NL-14:0]
TG(48:3) [NL-16:1]
TG(48:3) [NL-18:3]
TG(48:3) [SIM]
TG(49:1) [NL-16:1]
TG(49:1) [NL-17:1]
TG(49:1) [SIM]
TG(50:0) [NL-18:0]
TG(50:0) [SIM]
TG(50:1) [NL-14:0]
TG(50:1) [NL-16:0]
TG(50:1) [NL-18:1]
TG(50:1) [SIM]
TG(50:2) [NL-14:0]
TG(50:2) [NL-16:1]
TG(50:2) [NL-18:1]
TG(50:2) [NL-18:2]
TG(50:2) [SIM]
TG(50:3) [NL-14:0]
TG(50:3) [NL-14:1]
TG(50:3) [NL-16:1]
TG(50:3) [NL-18:2]
TG(50:3) [NL-18:3]
TG(50:3) [SIM]
TG(50:4) [NL-14:0]
TG(50:4) [NL-18:3]
TG(50:4) [NL-20:4]
TG(50:4) [SIM]
TG(51:0) [NL-16:0]
TG(51:1) [NL-17:0]
TG(51:1) [SIM]
TG(51:2) [NL-15:0]
TG(51:2) [NL-17:0]
TG(51:2) [NL-17:1]
TG(51:2) [SIM]
TG(52:1) [NL-18:0]
TG(52:1) [NL-18:1]
TG(52:1) [SIM]
TG(52:2) [NL-16:0]
TG(52:2) [NL-18:2]
TG(52:2) [SIM]
TG(52:3) [NL-16:1]
TG(52:3) [NL-18:2]
TG(52:3) [SIM]
TG(52:4) [NL-16:1]
TG(52:4) [NL-18:2]
TG(52:4) [NL-18:3]
TG(52:4) [SIM]
TG(52:5) [NL-18:3]
TG(52:5) [NL-20:4]
TG(52:5) [NL-20:5]
TG(52:5) [SIM]
TG(53:2) [NL-17:1]
TG(53:2) [NL-18:1]
TG(53:2) [SIM]
TG(54:0) [NL-18:0]
TG(54:0) [SIM]
TG(54:1) [NL-18:1]
TG(54:1) [SIM]
TG(54:2) [NL-18:0]
TG(54:2) [NL-20:1]
TG(54:2) [SIM]
TG(54:3) [NL-18:1]
TG(54:3) [NL-18:2]
TG(54:3) [SIM]
TG(54:4) [NL-18:2]
TG(54:4) [NL-20:3]
TG(54:4) [SIM]
TG(54:5) [NL-18:3]
TG(54:5) [NL-20:4]
TG(54:5) [SIM]
TG(54:6) [NL-18:3]
TG(54:6) [NL-20:4]
TG(54:6) [NL-20:5]
TG(54:6) [NL-22:6]
TG(54:6) [SIM]
TG(54:7) [NL-20:5]
TG(54:7) [NL-22:6]
TG(54:7) [SIM]
TG(56:6) [NL-20:4]
TG(56:6) [NL-22:5] (a)
TG(56:6) [NL-22:5] (b)
TG(56:6) [SIM]
TG(56:7) [NL-20:4]
TG(56:7) [NL-20:5]
TG(56:7) [NL-22:5] (a)
TG(56:7) [NL-22:5] (b)
TG(56:7) [NL-22:6]
TG(56:7) [SIM]
TG(56:8) [NL-20:4]
TG(56:8) [NL-20:5]
TG(56:8) [NL-22:6]
TG(56:8) [SIM]
TG(56:9) [NL-22:6]
TG(56:9) [SIM]
TG(58:10) [NL-22:6]
TG(58:10) [SIM]
TG(58:8) [NL-22:6]
TG(58:8) [SIM]
TG(58:9) [NL-22:6]
TG(58:9) [SIM]
TG(O-50:1) [NL-15:0]
TG(O-50:1) [NL-16:0]
TG(O-50:1) [NL-17:1]
TG(O-50:1) [NL-18:1]
TG(O-50:1) [SIM]
TG(O-50:2) [NL-16:1]
TG(O-50:2) [NL-18:1]
TG(O-50:2) [NL-18:2]
TG(O-50:2) [SIM]
TG(O-50:3) [NL-18:2]
TG(O-50:3) [SIM]
TG(O-52:0) [NL-16:0]
TG(O-52:1) [NL-16:0]
TG(O-52:1) [NL-18:1]
TG(O-52:1) [SIM]
TG(O-52:2) [NL-16:0]
TG(O-52:2) [NL-17:1]
TG(O-52:2) [NL-18:1]
TG(O-52:2) [SIM]
TG(O-54:2) [NL-17:1]
TG(O-54:2) [NL-18:1]
TG(O-54:2) [SIM]
TG(O-54:3) [NL-17:1]
TG(O-54:3) [NL-18:1]
TG(O-54:3) [SIM]
TG(O-54:4) [NL-17:1]
TG(O-54:4) [NL-18:2]
TG(O-54:4) [SIM]
Ubiquinone
